t,dt,desired_v,left,right,distance,state
11.508,0.023,0.60,0.00,0.00,0.10,EmergencyBrake
11.533,0.025,0.60,0.00,0.00,0.10,EmergencyBrake
11.558,0.025,0.60,0.00,0.00,0.10,EmergencyBrake
11.582,0.023,0.60,0.00,0.00,0.10,EmergencyBrake
11.607,0.025,0.60,0.00,0.00,0.10,EmergencyBrake
11.629,0.023,0.60,0.00,0.00,0.10,EmergencyBrake
11.654,0.025,0.60,0.00,0.00,0.10,EmergencyBrake
11.679,0.025,0.60,0.00,0.00,0.10,EmergencyBrake
11.703,0.024,0.60,0.00,0.00,0.10,EmergencyBrake
11.728,0.025,0.60,0.00,0.00,0.10,EmergencyBrake
11.753,0.025,0.60,0.00,0.00,0.10,EmergencyBrake
11.778,0.025,0.60,0.00,0.00,0.10,EmergencyBrake
11.801,0.023,0.60,0.00,0.00,0.10,EmergencyBrake
11.824,0.024,0.60,0.00,0.00,0.10,EmergencyBrake
11.848,0.024,0.60,0.00,0.00,0.10,EmergencyBrake
11.873,0.025,0.60,0.00,0.00,0.10,EmergencyBrake
