t,dt,desired_v,left,right,distance,state
10.079,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.091,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.104,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.115,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
10.126,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
10.139,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.151,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.164,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.176,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.188,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.201,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.214,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.226,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.239,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.251,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.264,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.276,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.289,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.301,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.312,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
10.325,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.337,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.350,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.362,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.373,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
10.386,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.398,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.411,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.421,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
10.433,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.446,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.458,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.471,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.482,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
10.492,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
10.504,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.516,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.529,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.541,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.554,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.566,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.579,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.591,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.602,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.615,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.627,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.640,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.652,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.665,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.677,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.690,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.702,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.715,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.727,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.740,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.752,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.764,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.777,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.789,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.802,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.814,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.827,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.839,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.852,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.864,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.876,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.888,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.901,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.913,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.926,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.938,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.951,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.963,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
10.976,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
10.988,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.001,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.012,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.025,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.037,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.049,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.062,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.074,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.086,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.098,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.111,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.124,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.136,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.149,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.161,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.174,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.186,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.198,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.209,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
11.222,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.234,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.247,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.258,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.271,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.283,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.296,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.308,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.321,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.334,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.352,0.019,0.60,0.00,0.00,0.10,EmergencyBrake
11.363,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
11.376,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.388,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.401,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.412,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
11.425,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.437,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.450,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.462,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.475,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.487,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.499,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.512,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.524,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.536,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.549,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.561,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.574,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.586,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.599,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.611,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.623,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.635,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.647,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.660,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.672,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.684,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
11.696,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.706,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
11.719,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.731,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.742,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
11.755,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.766,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
11.776,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
11.789,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.800,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
11.812,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.825,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.837,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.847,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
11.859,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.871,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
11.883,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.896,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.908,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.921,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.932,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.945,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.957,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.969,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
11.982,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
11.994,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.007,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.020,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.032,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.045,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.055,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
12.067,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.080,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.092,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.105,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.117,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.129,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.142,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.154,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.166,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.178,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.191,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.202,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
12.215,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.227,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.240,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.252,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.265,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.277,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.290,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.302,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.314,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.326,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.339,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.352,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.362,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
12.374,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.387,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.399,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.412,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.423,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
12.436,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.449,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.461,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.473,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.486,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.498,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.509,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
12.521,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.532,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
12.545,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.557,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.570,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.582,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.595,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.605,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
12.617,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.628,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
12.641,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.652,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.665,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.677,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.689,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.702,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.714,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.727,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.739,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.752,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.764,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.777,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.789,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.802,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.812,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
12.823,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
12.833,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
12.845,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
12.857,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.869,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
12.882,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.892,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
12.904,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.917,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.930,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.942,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.955,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.966,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
12.978,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
12.991,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.002,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.014,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.027,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.039,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.052,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.063,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
13.076,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.088,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.100,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.112,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.122,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
13.135,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.147,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.160,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.173,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.183,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
13.195,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
13.237,0.042,0.60,0.00,0.00,0.10,EmergencyBrake
13.249,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.264,0.015,0.60,0.00,0.00,0.10,EmergencyBrake
13.292,0.028,0.60,0.00,0.00,0.10,EmergencyBrake
13.302,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
13.315,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.340,0.025,0.60,0.00,0.00,0.10,EmergencyBrake
13.368,0.028,0.60,0.00,0.00,0.10,EmergencyBrake
13.413,0.045,0.60,0.00,0.00,0.10,EmergencyBrake
13.426,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.437,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.448,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
13.461,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.472,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.482,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
13.495,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.505,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
13.518,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.528,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
13.540,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.553,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.565,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.577,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
13.589,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.602,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.614,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.627,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.639,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.652,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.664,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.676,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.689,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.701,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.714,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.726,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.739,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.751,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.762,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
13.774,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.786,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.798,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
13.809,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
13.821,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.832,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
13.844,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.856,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.869,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.880,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
13.892,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.905,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.917,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.930,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.942,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
13.954,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.967,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
13.977,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
13.989,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.002,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.014,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.026,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.038,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.050,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.062,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.073,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
14.083,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
14.096,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.109,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.121,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.134,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.146,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.158,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.171,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.184,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.196,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.209,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.222,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.233,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.246,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.258,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.271,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.283,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.296,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.309,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.321,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.334,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.346,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.358,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.371,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.383,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.396,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.408,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.421,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.433,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.446,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.457,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
14.469,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.481,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.493,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.506,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.518,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.530,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.542,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.555,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.568,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.580,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.592,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.605,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.618,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.628,0.010,0.60,0.00,0.00,0.10,EmergencyBrake
14.640,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.651,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
14.662,0.011,0.60,0.00,0.00,0.10,EmergencyBrake
14.675,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.687,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
14.700,0.013,0.60,0.00,0.00,0.10,EmergencyBrake
14.711,0.012,0.60,0.00,0.00,0.10,EmergencyBrake
