t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.60,1.00,1.00,1.00,Run,0.000,0.000,0.6000,1.000
0.013,0.013,0.60,-1.00,-1.00,1.00,Run,-0.031,-0.031,0.6311,1.000
0.025,0.013,0.60,1.00,1.00,1.00,Run,0.001,0.001,0.5993,1.000
0.038,0.013,0.60,-1.00,-1.00,1.00,Run,-0.031,-0.031,0.6305,1.000
0.049,0.012,0.60,1.00,1.00,1.00,Run,-0.001,-0.001,0.6013,1.000
0.062,0.013,0.60,-1.00,-1.00,1.00,Run,-0.032,-0.032,0.6324,1.000
0.074,0.013,0.60,1.00,1.00,1.00,Run,-0.001,-0.001,0.6008,1.000
0.087,0.012,0.60,-1.00,-1.00,1.00,Run,-0.032,-0.032,0.6316,1.000
0.099,0.012,0.60,1.00,1.00,1.00,Run,-0.000,-0.000,0.6001,1.000
0.112,0.012,0.60,-1.00,-1.00,1.00,Run,-0.031,-0.031,0.6308,1.000
0.124,0.013,0.60,1.00,1.00,1.00,Run,0.001,0.001,0.5992,1.000
0.137,0.013,0.60,-1.00,-1.00,1.00,Run,-0.030,-0.030,0.6303,1.000
0.147,0.010,0.60,1.00,1.00,1.00,Run,-0.005,-0.005,0.6046,1.000
0.160,0.013,0.60,-1.00,-1.00,1.00,Run,-0.036,-0.036,0.6356,1.000
0.172,0.012,0.60,1.00,1.00,1.00,Run,-0.004,-0.004,0.6042,1.000
0.184,0.012,0.60,-1.00,-1.00,1.00,Run,-0.035,-0.035,0.6346,1.000
0.196,0.012,0.60,1.00,1.00,1.00,Run,-0.005,-0.005,0.6051,1.000
0.207,0.011,0.60,-1.00,-1.00,1.00,Run,-0.032,-0.032,0.6325,1.000
0.219,0.012,0.60,1.00,1.00,1.00,Run,-0.002,-0.002,0.6018,1.000
0.231,0.012,0.60,-1.00,-1.00,1.00,Run,-0.031,-0.031,0.6311,1.000
0.243,0.012,0.60,1.00,1.00,1.00,Run,-0.001,-0.001,0.6012,1.000
0.255,0.013,0.60,-1.00,-1.00,1.00,Run,-0.032,-0.032,0.6323,1.000
0.267,0.012,0.60,1.00,1.00,1.00,Run,-0.003,-0.003,0.6029,1.000
0.279,0.012,0.60,-1.00,-1.00,1.00,Run,-0.034,-0.034,0.6338,1.000
0.292,0.013,0.60,1.00,1.00,1.00,Run,-0.002,-0.002,0.6022,1.000
0.305,0.013,0.60,-1.00,-1.00,1.00,Run,-0.033,-0.033,0.6333,1.000
0.317,0.012,0.60,1.00,1.00,1.00,Run,-0.002,-0.002,0.6019,1.000
0.329,0.012,0.60,-1.00,-1.00,1.00,Run,-0.032,-0.032,0.6318,1.000
0.340,0.011,0.60,1.00,1.00,1.00,Run,-0.005,-0.005,0.6052,1.000
0.352,0.013,0.60,-1.00,-1.00,1.00,Run,-0.036,-0.036,0.6363,1.000
0.365,0.013,0.60,1.00,1.00,1.00,Run,-0.005,-0.005,0.6046,1.000
0.377,0.013,0.60,-1.00,-1.00,1.00,Run,-0.036,-0.036,0.6357,1.000
0.389,0.012,0.60,1.00,1.00,1.00,Run,-0.006,-0.006,0.6058,1.000
0.402,0.013,0.60,-1.00,-1.00,1.00,Run,-0.037,-0.037,0.6369,1.000
0.414,0.013,0.60,1.00,1.00,1.00,Run,-0.005,-0.005,0.6052,1.000
0.427,0.013,0.60,-1.00,-1.00,1.00,Run,-0.036,-0.036,0.6363,1.000
0.439,0.012,0.60,1.00,1.00,1.00,Run,-0.006,-0.006,0.6058,1.000
0.452,0.013,0.60,-1.00,-1.00,1.00,Run,-0.038,-0.038,0.6377,1.000
0.464,0.013,0.60,1.00,1.00,1.00,Run,-0.006,-0.006,0.6058,1.000
0.477,0.013,0.60,-1.00,-1.00,1.00,Run,-0.037,-0.037,0.6369,1.000
0.490,0.013,0.60,1.00,1.00,1.00,Run,-0.005,-0.005,0.6049,1.000
0.502,0.013,0.60,-1.00,-1.00,1.00,Run,-0.036,-0.036,0.6360,1.000
0.515,0.013,0.60,1.00,1.00,1.00,Run,-0.004,-0.004,0.6042,1.000
0.527,0.013,0.60,-1.00,-1.00,1.00,Run,-0.035,-0.035,0.6354,1.000
0.539,0.011,0.60,1.00,1.00,1.00,Run,-0.006,-0.006,0.6063,1.000
