t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.30,1.00,1.00,1.00,Run,0.000,0.000,0.3000,1.000
0.013,0.013,0.30,-0.30,-0.30,1.00,Run,-0.012,-0.012,0.3122,1.000
0.024,0.012,0.30,0.21,0.21,1.00,Run,-0.004,-0.004,0.3037,1.000
0.037,0.013,0.30,0.00,0.00,1.00,Run,-0.003,-0.003,0.3035,1.000
0.049,0.013,0.30,0.08,0.08,1.00,Run,-0.000,-0.000,0.3001,1.000
0.062,0.013,0.30,0.05,0.05,1.00,Run,0.002,0.002,0.2981,1.000
0.075,0.013,0.30,0.06,0.06,1.00,Run,0.004,0.004,0.2958,1.000
0.087,0.013,0.30,0.05,0.05,1.00,Run,0.006,0.006,0.2938,1.000
0.100,0.013,0.30,0.05,0.05,1.00,Run,0.008,0.008,0.2918,1.000
0.112,0.013,0.30,0.05,0.05,1.00,Run,0.010,0.010,0.2900,1.000
0.123,0.011,0.30,0.05,0.05,1.00,Run,0.012,0.012,0.2884,1.000
0.136,0.013,0.30,0.05,0.05,1.00,Run,0.013,0.013,0.2867,1.000
0.148,0.013,0.30,0.05,0.05,1.00,Run,0.015,0.015,0.2851,1.000
0.158,0.010,0.30,0.05,0.05,1.00,Run,0.016,0.016,0.2838,1.000
0.171,0.013,0.30,0.05,0.05,1.00,Run,0.018,0.018,0.2823,1.000
0.182,0.011,0.30,0.05,0.05,1.00,Run,0.019,0.019,0.2810,1.000
0.195,0.013,0.30,0.05,0.05,1.00,Run,0.020,0.020,0.2797,1.000
0.207,0.013,0.30,0.05,0.05,1.00,Run,0.022,0.022,0.2784,1.000
0.220,0.012,0.30,0.05,0.05,1.00,Run,0.023,0.023,0.2771,1.000
0.232,0.013,0.30,0.05,0.05,1.00,Run,0.024,0.024,0.2759,1.000
0.245,0.012,0.30,0.05,0.05,1.00,Run,0.025,0.025,0.2748,1.000
0.260,0.016,0.30,0.05,0.05,1.00,Run,0.027,0.027,0.2734,1.000
0.271,0.011,0.30,0.05,0.05,1.00,Run,0.028,0.028,0.2725,1.000
0.287,0.016,0.30,0.05,0.05,1.00,Run,0.029,0.029,0.2712,1.000
0.298,0.011,0.30,0.05,0.05,1.00,Run,0.030,0.030,0.2703,1.000
0.309,0.012,0.30,0.05,0.05,1.00,Run,0.031,0.031,0.2694,1.000
0.321,0.012,0.30,0.05,0.05,1.00,Run,0.031,0.031,0.2686,1.000
0.334,0.013,0.30,0.05,0.05,1.00,Run,0.032,0.032,0.2677,1.000
0.347,0.014,0.30,0.05,0.05,1.00,Run,0.033,0.033,0.2667,1.000
0.360,0.012,0.30,0.05,0.05,1.00,Run,0.034,0.034,0.2659,1.000
0.373,0.013,0.30,0.05,0.05,1.00,Run,0.035,0.035,0.2651,1.000
0.384,0.011,0.30,0.05,0.05,1.00,Run,0.036,0.036,0.2644,1.000
0.396,0.012,0.30,0.05,0.05,1.00,Run,0.036,0.036,0.2637,1.000
0.408,0.013,0.30,0.05,0.05,1.00,Run,0.037,0.037,0.2630,1.000
0.421,0.013,0.30,0.05,0.05,1.00,Run,0.038,0.038,0.2623,1.000
0.433,0.013,0.30,0.05,0.05,1.00,Run,0.038,0.038,0.2616,1.000
0.446,0.013,0.30,0.05,0.05,1.00,Run,0.039,0.039,0.2610,1.000
0.458,0.013,0.30,0.05,0.05,1.00,Run,0.040,0.040,0.2603,1.000
0.471,0.013,0.30,0.05,0.05,1.00,Run,0.040,0.040,0.2597,1.000
0.483,0.012,0.30,0.05,0.05,1.00,Run,0.041,0.041,0.2591,1.000
0.496,0.013,0.30,0.05,0.05,1.00,Run,0.041,0.041,0.2586,1.000
0.506,0.011,0.30,0.05,0.05,1.00,Run,0.042,0.042,0.2581,1.000
0.519,0.013,0.30,0.06,0.06,1.00,Run,0.042,0.042,0.2576,1.000
0.530,0.011,0.30,0.06,0.06,1.00,Run,0.043,0.043,0.2571,1.000
0.541,0.011,0.30,0.06,0.06,1.00,Run,0.043,0.043,0.2567,1.000
0.554,0.013,0.30,0.06,0.06,1.00,Run,0.044,0.044,0.2562,1.000
0.565,0.012,0.30,0.06,0.06,1.00,Run,0.044,0.044,0.2557,1.000
0.578,0.012,0.30,0.06,0.06,1.00,Run,0.045,0.045,0.2553,1.000
0.590,0.012,0.30,0.06,0.06,1.00,Run,0.045,0.045,0.2548,1.000
0.602,0.013,0.30,0.06,0.06,1.00,Run,0.046,0.046,0.2544,1.000
0.615,0.013,0.30,0.06,0.06,1.00,Run,0.046,0.046,0.2540,1.000
0.627,0.013,0.30,0.06,0.06,1.00,Run,0.046,0.046,0.2536,1.000
0.640,0.012,0.30,0.06,0.06,1.00,Run,0.047,0.047,0.2532,1.000
0.650,0.011,0.30,0.06,0.06,1.00,Run,0.047,0.047,0.2528,1.000
0.663,0.013,0.30,0.06,0.06,1.00,Run,0.048,0.048,0.2525,1.000
0.675,0.013,0.30,0.06,0.06,1.00,Run,0.048,0.048,0.2521,1.000
0.688,0.013,0.30,0.06,0.06,1.00,Run,0.048,0.048,0.2517,1.000
0.700,0.012,0.30,0.06,0.06,1.00,Run,0.049,0.049,0.2514,1.000
0.712,0.013,0.30,0.06,0.06,1.00,Run,0.049,0.049,0.2510,1.000
0.725,0.013,0.30,0.06,0.06,1.00,Run,0.049,0.049,0.2507,1.000
0.737,0.013,0.30,0.06,0.06,1.00,Run,0.050,0.050,0.2504,1.000
0.750,0.012,0.30,0.06,0.06,1.00,Run,0.050,0.050,0.2501,1.000
0.762,0.013,0.30,0.06,0.06,1.00,Run,0.050,0.050,0.2498,1.000
0.775,0.013,0.30,0.06,0.06,1.00,Run,0.051,0.051,0.2495,1.000
0.787,0.013,0.30,0.06,0.06,1.00,Run,0.051,0.051,0.2492,1.000
0.800,0.013,0.30,0.06,0.06,1.00,Run,0.051,0.051,0.2489,1.000
0.812,0.013,0.30,0.06,0.06,1.00,Run,0.051,0.051,0.2486,1.000
0.825,0.013,0.30,0.06,0.06,1.00,Run,0.052,0.052,0.2483,1.000
0.837,0.013,0.30,0.06,0.06,1.00,Run,0.052,0.052,0.2481,1.000
0.850,0.013,0.30,0.06,0.06,1.00,Run,0.052,0.052,0.2478,1.000
0.863,0.013,0.30,0.06,0.06,1.00,Run,0.052,0.052,0.2475,1.000
0.875,0.012,0.30,0.06,0.06,1.00,Run,0.053,0.053,0.2473,1.000
0.887,0.013,0.30,0.06,0.06,1.00,Run,0.053,0.053,0.2470,1.000
0.900,0.012,0.30,0.06,0.06,1.00,Run,0.053,0.053,0.2468,1.000
0.912,0.013,0.30,0.06,0.06,1.00,Run,0.053,0.053,0.2466,1.000
0.923,0.011,0.30,0.06,0.06,1.00,Run,0.054,0.054,0.2464,1.000
0.936,0.012,0.30,0.06,0.06,1.00,Run,0.054,0.054,0.2461,1.000
0.946,0.010,0.30,0.06,0.06,1.00,Run,0.054,0.054,0.2460,1.000
0.959,0.013,0.30,0.06,0.06,1.00,Run,0.054,0.054,0.2457,1.000
0.970,0.011,0.30,0.06,0.06,1.00,Run,0.054,0.054,0.2455,1.000
0.982,0.012,0.30,0.06,0.06,1.00,Run,0.055,0.055,0.2453,1.000
0.995,0.013,0.30,0.06,0.06,1.00,Run,0.055,0.055,0.2451,1.000
1.006,0.012,0.30,0.06,0.06,1.00,Run,0.055,0.055,0.2449,1.000
1.019,0.012,0.30,0.06,0.06,1.00,Run,0.055,0.055,0.2447,1.000
1.031,0.012,0.30,0.06,0.06,1.00,Run,0.055,0.055,0.2445,1.000
1.043,0.013,0.30,0.06,0.06,1.00,Run,0.056,0.056,0.2443,1.000
1.056,0.013,0.30,0.06,0.06,1.00,Run,0.056,0.056,0.2441,1.000
1.069,0.013,0.30,0.06,0.06,1.00,Run,0.056,0.056,0.2439,1.000
1.080,0.011,0.30,0.06,0.06,1.00,Run,0.056,0.056,0.2438,1.000
1.092,0.013,0.30,0.06,0.06,1.00,Run,0.056,0.056,0.2436,1.000
1.105,0.012,0.30,0.06,0.06,1.00,Run,0.057,0.057,0.2434,1.000
1.117,0.013,0.30,0.06,0.06,1.00,Run,0.057,0.057,0.2432,1.000
1.130,0.013,0.30,0.06,0.06,1.00,Run,0.057,0.057,0.2430,1.000
1.142,0.013,0.30,0.06,0.06,1.00,Run,0.057,0.057,0.2429,1.000
1.155,0.013,0.30,0.06,0.06,1.00,Run,0.057,0.057,0.2427,1.000
1.167,0.013,0.30,0.06,0.06,1.00,Run,0.057,0.057,0.2425,1.000
1.180,0.013,0.30,0.06,0.06,1.00,Run,0.058,0.058,0.2423,1.000
1.192,0.012,0.30,0.06,0.06,1.00,Run,0.058,0.058,0.2422,1.000
1.205,0.013,0.30,0.06,0.06,1.00,Run,0.058,0.058,0.2420,1.000
1.215,0.011,0.30,0.06,0.06,1.00,Run,0.058,0.058,0.2419,1.000
1.226,0.011,0.30,0.06,0.06,1.00,Run,0.058,0.058,0.2417,1.000
1.239,0.013,0.30,0.06,0.06,1.00,Run,0.058,0.058,0.2416,1.000
1.251,0.012,0.30,0.06,0.06,1.00,Run,0.059,0.059,0.2414,1.000
1.263,0.013,0.30,0.06,0.06,1.00,Run,0.059,0.059,0.2412,1.000
1.276,0.013,0.30,0.06,0.06,1.00,Run,0.059,0.059,0.2411,1.000
1.288,0.013,0.30,0.06,0.06,1.00,Run,0.059,0.059,0.2409,1.000
1.301,0.013,0.30,0.06,0.06,1.00,Run,0.059,0.059,0.2408,1.000
1.313,0.012,0.30,0.06,0.06,1.00,Run,0.059,0.059,0.2406,1.000
1.325,0.013,0.30,0.06,0.06,1.00,Run,0.060,0.060,0.2405,1.000
1.338,0.013,0.30,0.06,0.06,1.00,Run,0.060,0.060,0.2403,1.000
1.350,0.012,0.30,0.06,0.06,1.00,Run,0.060,0.060,0.2402,1.000
1.362,0.013,0.30,0.06,0.06,1.00,Run,0.060,0.060,0.2400,1.000
1.372,0.010,0.30,0.06,0.06,1.00,Run,0.060,0.060,0.2399,1.000
1.385,0.013,0.30,0.06,0.06,1.00,Run,0.060,0.060,0.2398,1.000
1.397,0.012,0.30,0.06,0.06,1.00,Run,0.060,0.060,0.2396,1.000
1.410,0.012,0.30,0.06,0.06,1.00,Run,0.061,0.061,0.2395,1.000
1.422,0.013,0.30,0.06,0.06,1.00,Run,0.061,0.061,0.2393,1.000
