t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.60,1.00,1.00,1.00,Run,0.000,0.000,0.6000,1.000
0.013,0.013,0.60,-1.00,-1.00,1.00,Run,-0.031,-0.031,0.6311,1.000
0.023,0.010,0.60,1.00,1.00,1.00,Run,-0.005,-0.005,0.6052,1.000
0.035,0.012,0.60,-1.00,-1.00,1.00,Run,-0.036,-0.036,0.6358,1.000
0.048,0.013,0.60,1.00,1.00,1.00,Run,-0.004,-0.004,0.6041,1.000
0.060,0.013,0.60,-1.00,-1.00,1.00,Run,-0.035,-0.035,0.6352,1.000
0.073,0.013,0.60,1.00,1.00,1.00,Run,-0.004,-0.004,0.6035,1.000
0.085,0.013,0.60,-1.00,-1.00,1.00,Run,-0.035,-0.035,0.6346,1.000
0.098,0.013,0.60,1.00,1.00,1.00,Run,-0.003,-0.003,0.6029,1.000
0.111,0.013,0.60,-1.00,-1.00,1.00,Run,-0.034,-0.034,0.6340,1.000
0.122,0.011,0.60,1.00,1.00,1.00,Run,-0.006,-0.006,0.6057,1.000
0.134,0.012,0.60,-1.00,-1.00,1.00,Run,-0.036,-0.036,0.6358,1.000
0.146,0.012,0.60,1.00,1.00,1.00,Run,-0.005,-0.005,0.6052,1.000
0.159,0.013,0.60,-1.00,-1.00,1.00,Run,-0.036,-0.036,0.6362,1.000
0.171,0.013,0.60,1.00,1.00,1.00,Run,-0.005,-0.005,0.6045,1.000
0.182,0.011,0.60,-1.00,-1.00,1.00,Run,-0.031,-0.031,0.6308,1.000
0.194,0.012,0.60,1.00,1.00,1.00,Run,0.001,0.001,0.5994,1.000
0.207,0.013,0.60,-1.00,-1.00,1.00,Run,-0.031,-0.031,0.6306,1.000
0.219,0.013,0.60,1.00,1.00,1.00,Run,0.001,0.001,0.5990,1.000
0.232,0.012,0.60,-1.00,-1.00,1.00,Run,-0.030,-0.030,0.6299,1.000
0.244,0.013,0.60,1.00,1.00,1.00,Run,0.002,0.002,0.5983,1.000
0.257,0.013,0.60,-1.00,-1.00,1.00,Run,-0.029,-0.029,0.6295,1.000
0.269,0.013,0.60,1.00,1.00,1.00,Run,0.002,0.002,0.5979,1.000
0.282,0.013,0.60,-1.00,-1.00,1.00,Run,-0.029,-0.029,0.6290,1.000
0.294,0.012,0.60,1.00,1.00,1.00,Run,0.002,0.002,0.5985,1.000
0.307,0.013,0.60,-1.00,-1.00,1.00,Run,-0.030,-0.030,0.6297,1.000
0.319,0.013,0.60,1.00,1.00,1.00,Run,0.002,0.002,0.5980,1.000
0.332,0.013,0.60,-1.00,-1.00,1.00,Run,-0.029,-0.029,0.6292,1.000
0.344,0.013,0.60,1.00,1.00,1.00,Run,0.002,0.002,0.5975,1.000
0.357,0.013,0.60,-1.00,-1.00,1.00,Run,-0.029,-0.029,0.6287,1.000
0.369,0.013,0.60,1.00,1.00,1.00,Run,0.003,0.003,0.5971,1.000
0.382,0.013,0.60,-1.00,-1.00,1.00,Run,-0.028,-0.028,0.6283,1.000
0.395,0.013,0.60,1.00,1.00,1.00,Run,0.004,0.004,0.5965,1.000
0.406,0.012,0.60,-1.00,-1.00,1.00,Run,-0.025,-0.025,0.6255,1.000
0.419,0.013,0.60,1.00,1.00,1.00,Run,0.006,0.006,0.5939,1.000
0.431,0.013,0.60,-1.00,-1.00,1.00,Run,-0.025,-0.025,0.6252,1.000
0.443,0.012,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5951,1.000
0.455,0.011,0.60,-1.00,-1.00,1.00,Run,-0.023,-0.023,0.6233,1.000
0.467,0.013,0.60,1.00,1.00,1.00,Run,0.008,0.008,0.5917,1.000
0.480,0.013,0.60,-1.00,-1.00,1.00,Run,-0.023,-0.023,0.6230,1.000
0.491,0.011,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5953,1.000
0.503,0.013,0.60,-1.00,-1.00,1.00,Run,-0.027,-0.027,0.6267,1.000
0.516,0.013,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5951,1.000
0.529,0.013,0.60,-1.00,-1.00,1.00,Run,-0.026,-0.026,0.6263,1.000
0.540,0.012,0.60,1.00,1.00,1.00,Run,0.003,0.003,0.5965,1.000
