t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.60,1.00,1.00,1.00,Run,0.000,0.000,0.6000,1.000
0.013,0.013,0.60,-0.48,-0.48,1.00,Run,-0.015,-0.015,0.6149,1.000
0.025,0.013,0.60,0.65,0.65,1.00,Run,0.005,0.005,0.5945,1.000
0.038,0.013,0.60,-0.20,-0.20,1.00,Run,-0.001,-0.001,0.6010,1.000
0.050,0.012,0.60,0.46,0.46,1.00,Run,0.013,0.013,0.5874,1.000
0.061,0.011,0.60,-0.08,-0.08,1.00,Run,0.010,0.010,0.5897,1.000
0.074,0.013,0.60,0.35,0.35,1.00,Run,0.021,0.021,0.5790,1.000
0.087,0.013,0.60,0.03,0.03,1.00,Run,0.022,0.022,0.5783,1.000
0.100,0.014,0.60,0.26,0.26,1.00,Run,0.030,0.030,0.5696,1.000
0.111,0.010,0.60,0.08,0.08,1.00,Run,0.032,0.032,0.5679,1.000
0.122,0.011,0.60,0.24,0.24,1.00,Run,0.038,0.038,0.5619,1.000
0.132,0.010,0.60,0.10,0.10,1.00,Run,0.040,0.040,0.5599,1.000
0.144,0.013,0.60,0.22,0.22,1.00,Run,0.047,0.047,0.5535,1.000
0.158,0.013,0.60,0.13,0.13,1.00,Run,0.050,0.050,0.5499,1.000
0.173,0.015,0.60,0.19,0.19,1.00,Run,0.056,0.056,0.5436,1.000
0.184,0.012,0.60,0.15,0.15,1.00,Run,0.060,0.060,0.5401,1.000
0.194,0.010,0.60,0.19,0.19,1.00,Run,0.064,0.064,0.5361,1.000
0.207,0.013,0.60,0.16,0.16,1.00,Run,0.068,0.068,0.5322,1.000
0.220,0.013,0.60,0.18,0.18,1.00,Run,0.072,0.072,0.5275,1.000
0.233,0.013,0.60,0.16,0.16,1.00,Run,0.076,0.076,0.5235,1.000
0.247,0.015,0.60,0.18,0.18,1.00,Run,0.082,0.082,0.5185,1.000
0.260,0.013,0.60,0.17,0.17,1.00,Run,0.085,0.085,0.5145,1.000
0.271,0.011,0.60,0.17,0.17,1.00,Run,0.089,0.089,0.5111,1.000
0.283,0.013,0.60,0.17,0.17,1.00,Run,0.093,0.093,0.5072,1.000
0.296,0.013,0.60,0.17,0.17,1.00,Run,0.097,0.097,0.5033,1.000
0.308,0.013,0.60,0.17,0.17,1.00,Run,0.100,0.100,0.4995,1.000
0.321,0.013,0.60,0.17,0.17,1.00,Run,0.104,0.104,0.4957,1.000
0.333,0.013,0.60,0.17,0.17,1.00,Run,0.108,0.108,0.4920,1.000
0.346,0.013,0.60,0.17,0.17,1.00,Run,0.112,0.112,0.4883,1.000
