t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.60,0.18,0.18,1.00,Run,0.000,0.000,0.6000,1.000
0.013,0.013,0.60,0.17,0.17,1.00,Run,0.005,0.005,0.5947,1.000
0.025,0.013,0.60,0.16,0.16,1.00,Run,0.010,0.010,0.5897,1.000
0.037,0.012,0.60,0.16,0.16,1.00,Run,0.015,0.015,0.5851,1.000
0.048,0.010,0.60,0.15,0.15,1.00,Run,0.019,0.019,0.5813,1.000
0.060,0.013,0.60,0.15,0.15,1.00,Run,0.023,0.023,0.5769,1.000
0.078,0.017,0.60,0.15,0.15,1.00,Run,0.029,0.029,0.5710,1.000
0.088,0.010,0.60,0.15,0.15,1.00,Run,0.032,0.032,0.5676,1.000
0.099,0.011,0.60,0.15,0.15,1.00,Run,0.036,0.036,0.5641,1.000
0.112,0.013,0.60,0.15,0.15,1.00,Run,0.040,0.040,0.5601,1.000
0.123,0.011,0.60,0.15,0.15,1.00,Run,0.043,0.043,0.5566,1.000
0.133,0.011,0.60,0.15,0.15,1.00,Run,0.047,0.047,0.5533,1.000
0.145,0.012,0.60,0.15,0.15,1.00,Run,0.050,0.050,0.5497,1.000
0.157,0.012,0.60,0.15,0.15,1.00,Run,0.054,0.054,0.5461,1.000
0.184,0.027,0.60,0.15,0.15,1.00,Run,0.062,0.062,0.5382,1.000
0.195,0.011,0.60,0.15,0.15,1.00,Run,0.065,0.065,0.5350,1.000
0.218,0.023,0.60,0.15,0.15,1.00,Run,0.071,0.071,0.5285,1.000
0.247,0.029,0.60,0.15,0.15,1.00,Run,0.080,0.080,0.5205,1.000
0.258,0.011,0.60,0.15,0.15,1.00,Run,0.082,0.082,0.5176,1.000
0.269,0.011,0.60,0.15,0.15,1.00,Run,0.085,0.085,0.5146,1.000
0.279,0.010,0.60,0.15,0.15,1.00,Run,0.088,0.088,0.5119,1.000
0.292,0.013,0.60,0.15,0.15,1.00,Run,0.091,0.091,0.5086,1.000
0.304,0.013,0.60,0.15,0.15,1.00,Run,0.095,0.095,0.5054,1.000
0.317,0.012,0.60,0.15,0.15,1.00,Run,0.098,0.098,0.5022,1.000
0.329,0.012,0.60,0.15,0.15,1.00,Run,0.101,0.101,0.4991,1.000
0.340,0.011,0.60,0.15,0.15,1.00,Run,0.104,0.104,0.4963,1.000
0.353,0.013,0.60,0.15,0.15,1.00,Run,0.107,0.107,0.4932,1.000
0.365,0.013,0.60,0.15,0.15,1.00,Run,0.110,0.110,0.4901,1.000
0.378,0.013,0.60,0.15,0.15,1.00,Run,0.113,0.113,0.4871,1.000
0.390,0.012,0.60,0.15,0.15,1.00,Run,0.116,0.116,0.4841,1.000
0.402,0.012,0.60,0.15,0.15,1.00,Run,0.119,0.119,0.4812,1.000
0.415,0.013,0.60,0.15,0.15,1.00,Run,0.122,0.122,0.4783,1.000
0.426,0.011,0.60,0.15,0.15,1.00,Run,0.124,0.124,0.4756,1.000
0.439,0.013,0.60,0.15,0.15,1.00,Run,0.127,0.127,0.4727,1.000
0.451,0.012,0.60,0.16,0.16,1.00,Run,0.130,0.130,0.4699,1.000
0.464,0.013,0.60,0.16,0.16,1.00,Run,0.133,0.133,0.4671,1.000
0.477,0.013,0.60,0.16,0.16,1.00,Run,0.136,0.136,0.4643,1.000
0.488,0.011,0.60,0.16,0.16,1.00,Run,0.138,0.138,0.4618,1.000
0.500,0.013,0.60,0.16,0.16,1.00,Run,0.141,0.141,0.4591,1.000
0.513,0.013,0.60,0.16,0.16,1.00,Run,0.144,0.144,0.4564,1.000
0.526,0.013,0.60,0.16,0.16,1.00,Run,0.146,0.146,0.4537,1.000
0.538,0.012,0.60,0.16,0.16,1.00,Run,0.149,0.149,0.4511,1.000
0.550,0.013,0.60,0.16,0.16,1.00,Run,0.152,0.152,0.4485,1.000
0.562,0.012,0.60,0.16,0.16,1.00,Run,0.154,0.154,0.4460,1.000
0.574,0.012,0.60,0.16,0.16,1.00,Run,0.156,0.156,0.4436,1.000
0.585,0.011,0.60,0.16,0.16,1.00,Run,0.159,0.159,0.4414,1.000
0.597,0.013,0.60,0.16,0.16,1.00,Run,0.161,0.161,0.4389,1.000
0.610,0.013,0.60,0.16,0.16,1.00,Run,0.164,0.164,0.4364,1.000
0.622,0.012,0.60,0.16,0.16,1.00,Run,0.166,0.166,0.4340,1.000
0.634,0.012,0.60,0.16,0.16,1.00,Run,0.168,0.168,0.4317,1.000
