t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.60,0.06,0.06,1.00,Run,0.000,0.000,0.6000,1.000
0.013,0.013,0.60,0.06,0.06,1.00,Run,0.002,0.002,0.5982,1.000
0.025,0.013,0.60,0.06,0.06,1.00,Run,0.004,0.004,0.5964,1.000
0.038,0.013,0.60,0.06,0.06,1.00,Run,0.005,0.005,0.5947,1.000
0.050,0.013,0.60,0.06,0.06,1.00,Run,0.007,0.007,0.5930,1.000
0.061,0.010,0.60,0.06,0.06,1.00,Run,0.008,0.008,0.5916,1.000
0.073,0.013,0.60,0.06,0.06,1.00,Run,0.010,0.010,0.5900,1.000
0.086,0.013,0.60,0.06,0.06,1.00,Run,0.012,0.012,0.5884,1.000
0.098,0.013,0.60,0.06,0.06,1.00,Run,0.013,0.013,0.5869,1.000
0.111,0.012,0.60,0.06,0.06,1.00,Run,0.015,0.015,0.5854,1.000
0.123,0.013,0.60,0.06,0.06,1.00,Run,0.016,0.016,0.5839,1.000
0.135,0.012,0.60,0.05,0.05,1.00,Run,0.017,0.017,0.5825,1.000
0.148,0.013,0.60,0.05,0.05,1.00,Run,0.019,0.019,0.5811,1.000
0.160,0.013,0.60,0.05,0.05,1.00,Run,0.020,0.020,0.5797,1.000
0.173,0.013,0.60,0.05,0.05,1.00,Run,0.022,0.022,0.5783,1.000
0.186,0.013,0.60,0.05,0.05,1.00,Run,0.023,0.023,0.5769,1.000
0.198,0.013,0.60,0.05,0.05,1.00,Run,0.024,0.024,0.5756,1.000
0.211,0.013,0.60,0.05,0.05,1.00,Run,0.026,0.026,0.5743,1.000
0.223,0.013,0.60,0.05,0.05,1.00,Run,0.027,0.027,0.5730,1.000
0.236,0.013,0.60,0.05,0.05,1.00,Run,0.028,0.028,0.5717,1.000
0.248,0.013,0.60,0.05,0.05,1.00,Run,0.030,0.030,0.5704,1.000
0.261,0.012,0.60,0.05,0.05,1.00,Run,0.031,0.031,0.5692,1.000
0.273,0.013,0.60,0.05,0.05,1.00,Run,0.032,0.032,0.5680,1.000
0.286,0.013,0.60,0.05,0.05,1.00,Run,0.033,0.033,0.5668,1.000
0.298,0.013,0.60,0.05,0.05,1.00,Run,0.034,0.034,0.5656,1.000
0.311,0.013,0.60,0.05,0.05,1.00,Run,0.036,0.036,0.5644,1.000
0.323,0.013,0.60,0.05,0.05,1.00,Run,0.037,0.037,0.5633,1.000
0.336,0.013,0.60,0.05,0.05,1.00,Run,0.038,0.038,0.5622,1.000
0.348,0.013,0.60,0.05,0.05,1.00,Run,0.039,0.039,0.5611,1.000
0.361,0.013,0.60,0.05,0.05,1.00,Run,0.040,0.040,0.5600,1.000
0.374,0.013,0.60,0.05,0.05,1.00,Run,0.041,0.041,0.5589,1.000
0.386,0.013,0.60,0.05,0.05,1.00,Run,0.042,0.042,0.5578,1.000
0.399,0.013,0.60,0.05,0.05,1.00,Run,0.043,0.043,0.5568,1.000
0.411,0.013,0.60,0.05,0.05,1.00,Run,0.044,0.044,0.5558,1.000
0.424,0.013,0.60,0.05,0.05,1.00,Run,0.045,0.045,0.5548,1.000
0.436,0.013,0.60,0.05,0.05,1.00,Run,0.046,0.046,0.5538,1.000
0.449,0.013,0.60,0.05,0.05,1.00,Run,0.047,0.047,0.5528,1.000
0.461,0.012,0.60,0.05,0.05,1.00,Run,0.048,0.048,0.5519,1.000
0.473,0.013,0.60,0.05,0.05,1.00,Run,0.049,0.049,0.5509,1.000
0.486,0.013,0.60,0.05,0.05,1.00,Run,0.050,0.050,0.5500,1.000
0.498,0.013,0.60,0.05,0.05,1.00,Run,0.051,0.051,0.5491,1.000
0.511,0.012,0.60,0.05,0.05,1.00,Run,0.052,0.052,0.5482,1.000
0.523,0.013,0.60,0.05,0.05,1.00,Run,0.053,0.053,0.5473,1.000
0.536,0.013,0.60,0.05,0.05,1.00,Run,0.054,0.054,0.5464,1.000
0.548,0.013,0.60,0.05,0.05,1.00,Run,0.054,0.054,0.5456,1.000
0.560,0.011,0.60,0.05,0.05,1.00,Run,0.055,0.055,0.5448,1.000
0.572,0.013,0.60,0.05,0.05,1.00,Run,0.056,0.056,0.5440,1.000
0.585,0.012,0.60,0.05,0.05,1.00,Run,0.057,0.057,0.5431,1.000
0.597,0.013,0.60,0.05,0.05,1.00,Run,0.058,0.058,0.5423,1.000
0.610,0.013,0.60,0.05,0.05,1.00,Run,0.058,0.058,0.5415,1.000
0.622,0.013,0.60,0.05,0.05,1.00,Run,0.059,0.059,0.5407,1.000
0.634,0.012,0.60,0.05,0.05,1.00,Run,0.060,0.060,0.5400,1.000
0.647,0.013,0.60,0.05,0.05,1.00,Run,0.061,0.061,0.5392,1.000
0.659,0.013,0.60,0.05,0.05,1.00,Run,0.062,0.062,0.5385,1.000
0.672,0.013,0.60,0.05,0.05,1.00,Run,0.062,0.062,0.5377,1.000
0.685,0.013,0.60,0.05,0.05,1.00,Run,0.063,0.063,0.5370,1.000
0.697,0.013,0.60,0.05,0.05,1.00,Run,0.064,0.064,0.5363,1.000
0.710,0.012,0.60,0.05,0.05,1.00,Run,0.064,0.064,0.5356,1.000
0.721,0.011,0.60,0.05,0.05,1.00,Run,0.065,0.065,0.5350,1.000
0.731,0.010,0.60,0.05,0.05,1.00,Run,0.066,0.066,0.5344,1.000
0.743,0.013,0.60,0.05,0.05,1.00,Run,0.066,0.066,0.5337,1.000
0.756,0.013,0.60,0.05,0.05,1.00,Run,0.067,0.067,0.5331,1.000
0.768,0.013,0.60,0.05,0.05,1.00,Run,0.068,0.068,0.5324,1.000
0.781,0.012,0.60,0.05,0.05,1.00,Run,0.068,0.068,0.5318,1.000
0.793,0.012,0.60,0.05,0.05,1.00,Run,0.069,0.069,0.5312,1.000
0.806,0.013,0.60,0.05,0.05,1.00,Run,0.069,0.069,0.5305,1.000
0.817,0.012,0.60,0.05,0.05,1.00,Run,0.070,0.070,0.5300,1.000
0.830,0.013,0.60,0.05,0.05,1.00,Run,0.071,0.071,0.5294,1.000
0.841,0.011,0.60,0.05,0.05,1.00,Run,0.071,0.071,0.5288,1.000
0.853,0.013,0.60,0.05,0.05,1.00,Run,0.072,0.072,0.5282,1.000
0.865,0.012,0.60,0.05,0.05,1.00,Run,0.072,0.072,0.5277,1.000
0.878,0.013,0.60,0.05,0.05,1.00,Run,0.073,0.073,0.5271,1.000
0.890,0.013,0.60,0.05,0.05,1.00,Run,0.073,0.073,0.5266,1.000
0.903,0.013,0.60,0.05,0.05,1.00,Run,0.074,0.074,0.5260,1.000
0.915,0.013,0.60,0.05,0.05,1.00,Run,0.075,0.075,0.5254,1.000
0.928,0.012,0.60,0.05,0.05,1.00,Run,0.075,0.075,0.5249,1.000
0.940,0.013,0.60,0.05,0.05,1.00,Run,0.076,0.076,0.5244,1.000
0.953,0.013,0.60,0.05,0.05,1.00,Run,0.076,0.076,0.5239,1.000
0.965,0.013,0.60,0.05,0.05,1.00,Run,0.077,0.077,0.5234,1.000
0.978,0.013,0.60,0.05,0.05,1.00,Run,0.077,0.077,0.5229,1.000
0.990,0.013,0.60,0.05,0.05,1.00,Run,0.078,0.078,0.5224,1.000
1.003,0.013,0.60,0.05,0.05,1.00,Run,0.078,0.078,0.5219,1.000
1.015,0.012,0.60,0.05,0.05,1.00,Run,0.079,0.079,0.5214,1.000
1.027,0.013,0.60,0.05,0.05,1.00,Run,0.079,0.079,0.5209,1.000
1.040,0.013,0.60,0.05,0.05,1.00,Run,0.080,0.080,0.5205,1.000
1.051,0.011,0.60,0.05,0.05,1.00,Run,0.080,0.080,0.5201,1.000
1.063,0.012,0.60,0.05,0.05,1.00,Run,0.080,0.080,0.5196,1.000
1.076,0.013,0.60,0.05,0.05,1.00,Run,0.081,0.081,0.5192,1.000
1.088,0.013,0.60,0.05,0.05,1.00,Run,0.081,0.081,0.5187,1.000
1.101,0.013,0.60,0.05,0.05,1.00,Run,0.082,0.082,0.5183,1.000
1.112,0.012,0.60,0.05,0.05,1.00,Run,0.082,0.082,0.5179,1.000
1.125,0.013,0.60,0.05,0.05,1.00,Run,0.083,0.083,0.5175,1.000
1.137,0.013,0.60,0.05,0.05,1.00,Run,0.083,0.083,0.5171,1.000
1.149,0.012,0.60,0.05,0.05,1.00,Run,0.083,0.083,0.5167,1.000
1.161,0.012,0.60,0.05,0.05,1.00,Run,0.084,0.084,0.5163,1.000
1.173,0.013,0.60,0.05,0.05,1.00,Run,0.084,0.084,0.5159,1.000
1.186,0.013,0.60,0.05,0.05,1.00,Run,0.084,0.084,0.5155,1.000
1.196,0.010,0.60,0.05,0.05,1.00,Run,0.085,0.085,0.5152,1.000
1.209,0.013,0.60,0.05,0.05,1.00,Run,0.085,0.085,0.5148,1.000
1.221,0.012,0.60,0.05,0.05,1.00,Run,0.086,0.086,0.5145,1.000
1.232,0.012,0.60,0.05,0.05,1.00,Run,0.086,0.086,0.5142,1.000
1.243,0.011,0.60,0.05,0.05,1.00,Run,0.086,0.086,0.5138,1.000
1.255,0.013,0.60,0.05,0.05,1.00,Run,0.087,0.087,0.5135,1.000
1.268,0.013,0.60,0.05,0.05,1.00,Run,0.087,0.087,0.5131,1.000
1.280,0.013,0.60,0.05,0.05,1.00,Run,0.087,0.087,0.5128,1.000
1.291,0.010,0.60,0.05,0.05,1.00,Run,0.087,0.087,0.5125,1.000
1.302,0.012,0.60,0.05,0.05,1.00,Run,0.088,0.088,0.5122,1.000
1.312,0.010,0.60,0.05,0.05,1.00,Run,0.088,0.088,0.5119,1.000
1.325,0.013,0.60,0.05,0.05,1.00,Run,0.088,0.088,0.5116,1.000
1.337,0.013,0.60,0.05,0.05,1.00,Run,0.089,0.089,0.5113,1.000
1.350,0.013,0.60,0.05,0.05,1.00,Run,0.089,0.089,0.5110,1.000
1.363,0.013,0.60,0.05,0.05,1.00,Run,0.089,0.089,0.5107,1.000
1.373,0.011,0.60,0.05,0.05,1.00,Run,0.090,0.090,0.5104,1.000
1.386,0.013,0.60,0.05,0.05,1.00,Run,0.090,0.090,0.5101,1.000
1.398,0.013,0.60,0.05,0.05,1.00,Run,0.090,0.090,0.5098,1.000
1.411,0.013,0.60,0.05,0.05,1.00,Run,0.091,0.091,0.5095,1.000
1.423,0.012,0.60,0.05,0.05,1.00,Run,0.091,0.091,0.5092,1.000
1.435,0.013,0.60,0.05,0.05,1.00,Run,0.091,0.091,0.5089,1.000
1.448,0.013,0.60,0.05,0.05,1.00,Run,0.091,0.091,0.5087,1.000
1.460,0.013,0.60,0.05,0.05,1.00,Run,0.092,0.092,0.5084,1.000
1.472,0.012,0.60,0.05,0.05,1.00,Run,0.092,0.092,0.5081,1.000
1.483,0.011,0.60,0.05,0.05,1.00,Run,0.092,0.092,0.5079,1.000
1.495,0.012,0.60,0.05,0.05,1.00,Run,0.092,0.092,0.5077,1.000
1.507,0.013,0.60,0.05,0.05,1.00,Run,0.093,0.093,0.5074,1.000
1.518,0.010,0.60,0.05,0.05,1.00,Run,0.093,0.093,0.5072,1.000
1.528,0.010,0.60,0.05,0.05,1.00,Run,0.093,0.093,0.5070,1.000
1.541,0.013,0.60,0.05,0.05,1.00,Run,0.093,0.093,0.5067,1.000
1.553,0.013,0.60,0.05,0.05,1.00,Run,0.094,0.094,0.5065,1.000
1.566,0.013,0.60,0.05,0.05,1.00,Run,0.094,0.094,0.5062,1.000
1.578,0.013,0.60,0.05,0.05,1.00,Run,0.094,0.094,0.5060,1.000
1.591,0.012,0.60,0.05,0.05,1.00,Run,0.094,0.094,0.5058,1.000
1.601,0.010,0.60,0.05,0.05,1.00,Run,0.094,0.094,0.5056,1.000
