t,dt,desired_v,left,right,distance,state
11.674,0.024,0.80,0.00,0.00,0.10,EmergencyBrake
11.699,0.024,0.80,0.00,0.00,0.10,EmergencyBrake
11.724,0.025,0.80,0.00,0.00,0.10,EmergencyBrake
11.746,0.022,0.80,0.00,0.00,0.10,EmergencyBrake
11.770,0.024,0.80,0.00,0.00,0.10,EmergencyBrake
11.795,0.025,0.80,0.00,0.00,0.10,EmergencyBrake
11.820,0.025,0.80,0.00,0.00,0.10,EmergencyBrake
11.845,0.025,0.80,0.00,0.00,0.10,EmergencyBrake
11.866,0.020,0.80,0.00,0.00,0.10,EmergencyBrake
11.891,0.025,0.80,0.00,0.00,0.10,EmergencyBrake
11.913,0.023,0.80,0.00,0.00,0.10,EmergencyBrake
11.939,0.025,0.80,0.00,0.00,0.10,EmergencyBrake
11.963,0.025,0.80,0.00,0.00,0.10,EmergencyBrake
11.988,0.025,0.80,0.00,0.00,0.10,EmergencyBrake
12.013,0.025,0.80,0.00,0.00,0.10,EmergencyBrake
12.034,0.021,0.80,0.00,0.00,0.10,EmergencyBrake
12.060,0.025,0.80,0.00,0.00,0.10,EmergencyBrake
