t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.60,1.00,1.00,1.00,Run,0.000,0.000,0.6000,3.000
0.012,0.012,0.60,-1.00,-1.00,1.00,Run,-0.019,-0.019,0.6186,3.000
0.025,0.013,0.60,1.00,1.00,1.00,Run,-0.001,-0.001,0.6006,3.000
0.038,0.013,0.60,-0.87,-0.87,1.00,Run,-0.010,-0.010,0.6096,3.000
0.050,0.013,0.60,1.00,1.00,1.00,Run,0.001,0.001,0.5990,3.000
0.061,0.011,0.60,-0.44,-0.44,1.00,Run,-0.003,-0.003,0.6030,3.000
0.074,0.013,0.60,0.67,0.67,1.00,Run,0.004,0.004,0.5961,3.000
0.086,0.013,0.60,-0.14,-0.14,1.00,Run,0.002,0.002,0.5976,3.000
0.099,0.013,0.60,0.44,0.44,1.00,Run,0.007,0.007,0.5930,3.000
0.118,0.019,0.60,0.07,0.07,1.00,Run,0.008,0.008,0.5922,3.000
0.131,0.013,0.60,0.29,0.29,1.00,Run,0.011,0.011,0.5892,3.000
0.148,0.017,0.60,0.14,0.14,1.00,Run,0.013,0.013,0.5874,3.000
0.159,0.012,0.60,0.24,0.24,1.00,Run,0.015,0.015,0.5853,3.000
0.172,0.013,0.60,0.16,0.16,1.00,Run,0.016,0.016,0.5839,3.000
0.184,0.013,0.60,0.22,0.22,1.00,Run,0.018,0.018,0.5818,3.000
0.197,0.012,0.60,0.18,0.18,1.00,Run,0.020,0.020,0.5802,3.000
0.209,0.012,0.60,0.21,0.21,1.00,Run,0.022,0.022,0.5784,3.000
0.221,0.013,0.60,0.19,0.19,1.00,Run,0.023,0.023,0.5768,3.000
0.234,0.013,0.60,0.21,0.21,1.00,Run,0.025,0.025,0.5750,3.000
0.247,0.013,0.60,0.20,0.20,1.00,Run,0.027,0.027,0.5734,3.000
0.257,0.011,0.60,0.21,0.21,1.00,Run,0.028,0.028,0.5719,3.000
0.270,0.012,0.60,0.20,0.20,1.00,Run,0.030,0.030,0.5703,3.000
0.282,0.013,0.60,0.21,0.21,1.00,Run,0.031,0.031,0.5686,3.000
0.295,0.012,0.60,0.20,0.20,1.00,Run,0.033,0.033,0.5670,3.000
0.307,0.013,0.60,0.21,0.21,1.00,Run,0.035,0.035,0.5654,3.000
0.319,0.012,0.60,0.21,0.21,1.00,Run,0.036,0.036,0.5639,3.000
0.329,0.010,0.60,0.21,0.21,1.00,Run,0.037,0.037,0.5625,3.000
0.341,0.012,0.60,0.21,0.21,1.00,Run,0.039,0.039,0.5611,3.000
0.354,0.013,0.60,0.21,0.21,1.00,Run,0.041,0.041,0.5595,3.000
0.366,0.013,0.60,0.21,0.21,1.00,Run,0.042,0.042,0.5579,3.000
0.379,0.013,0.60,0.21,0.21,1.00,Run,0.044,0.044,0.5563,3.000
0.389,0.011,0.60,0.22,0.22,1.00,Run,0.045,0.045,0.5550,3.000
0.402,0.013,0.60,0.22,0.22,1.00,Run,0.047,0.047,0.5535,3.000
0.414,0.013,0.60,0.22,0.22,1.00,Run,0.048,0.048,0.5519,3.000
0.427,0.013,0.60,0.22,0.22,1.00,Run,0.050,0.050,0.5504,3.000
0.439,0.012,0.60,0.22,0.22,1.00,Run,0.051,0.051,0.5489,3.000
0.452,0.013,0.60,0.22,0.22,1.00,Run,0.053,0.053,0.5473,3.000
0.464,0.013,0.60,0.23,0.23,1.00,Run,0.054,0.054,0.5458,3.000
0.477,0.012,0.60,0.23,0.23,1.00,Run,0.056,0.056,0.5443,3.000
0.489,0.013,0.60,0.23,0.23,1.00,Run,0.057,0.057,0.5428,3.000
0.502,0.013,0.60,0.23,0.23,1.00,Run,0.059,0.059,0.5413,3.000
0.513,0.011,0.60,0.23,0.23,1.00,Run,0.060,0.060,0.5399,3.000
0.526,0.013,0.60,0.24,0.24,1.00,Run,0.062,0.062,0.5384,3.000
0.538,0.012,0.60,0.24,0.24,1.00,Run,0.063,0.063,0.5370,3.000
0.550,0.013,0.60,0.24,0.24,1.00,Run,0.065,0.065,0.5355,3.000
0.563,0.013,0.60,0.24,0.24,1.00,Run,0.066,0.066,0.5340,3.000
0.575,0.013,0.60,0.24,0.24,1.00,Run,0.067,0.067,0.5325,3.000
0.588,0.013,0.60,0.24,0.24,1.00,Run,0.069,0.069,0.5311,3.000
0.600,0.013,0.60,0.25,0.25,1.00,Run,0.070,0.070,0.5296,3.000
0.613,0.013,0.60,0.25,0.25,1.00,Run,0.072,0.072,0.5281,3.000
0.625,0.013,0.60,0.25,0.25,1.00,Run,0.073,0.073,0.5266,3.000
0.638,0.013,0.60,0.25,0.25,1.00,Run,0.075,0.075,0.5252,3.000
0.651,0.013,0.60,0.25,0.25,1.00,Run,0.076,0.076,0.5237,3.000
0.663,0.013,0.60,0.25,0.25,1.00,Run,0.078,0.078,0.5223,3.000
0.676,0.013,0.60,0.26,0.26,1.00,Run,0.079,0.079,0.5208,3.000
0.688,0.011,0.60,0.26,0.26,1.00,Run,0.081,0.081,0.5195,3.000
0.700,0.013,0.60,0.26,0.26,1.00,Run,0.082,0.082,0.5180,3.000
0.713,0.013,0.60,0.26,0.26,1.00,Run,0.083,0.083,0.5166,3.000
0.725,0.013,0.60,0.26,0.26,1.00,Run,0.085,0.085,0.5152,3.000
0.737,0.011,0.60,0.26,0.26,1.00,Run,0.086,0.086,0.5139,3.000
0.748,0.011,0.60,0.27,0.27,1.00,Run,0.087,0.087,0.5127,3.000
0.760,0.013,0.60,0.27,0.27,1.00,Run,0.089,0.089,0.5112,3.000
0.773,0.013,0.60,0.27,0.27,1.00,Run,0.090,0.090,0.5098,3.000
0.785,0.013,0.60,0.27,0.27,1.00,Run,0.092,0.092,0.5084,3.000
0.798,0.013,0.60,0.27,0.27,1.00,Run,0.093,0.093,0.5070,3.000
0.810,0.013,0.60,0.27,0.27,1.00,Run,0.094,0.094,0.5056,3.000
0.823,0.013,0.60,0.28,0.28,1.00,Run,0.096,0.096,0.5042,3.000
0.834,0.012,0.60,0.28,0.28,1.00,Run,0.097,0.097,0.5029,3.000
0.846,0.011,0.60,0.28,0.28,1.00,Run,0.098,0.098,0.5016,3.000
0.858,0.012,0.60,0.28,0.28,1.00,Run,0.100,0.100,0.5003,3.000
0.870,0.013,0.60,0.28,0.28,1.00,Run,0.101,0.101,0.4989,3.000
0.883,0.013,0.60,0.28,0.28,1.00,Run,0.102,0.102,0.4976,3.000
0.895,0.013,0.60,0.29,0.29,1.00,Run,0.104,0.104,0.4962,3.000
0.907,0.011,0.60,0.29,0.29,1.00,Run,0.105,0.105,0.4950,3.000
0.918,0.011,0.60,0.29,0.29,1.00,Run,0.106,0.106,0.4938,3.000
0.930,0.012,0.60,0.29,0.29,1.00,Run,0.108,0.108,0.4925,3.000
0.942,0.013,0.60,0.29,0.29,1.00,Run,0.109,0.109,0.4911,3.000
0.955,0.013,0.60,0.29,0.29,1.00,Run,0.110,0.110,0.4897,3.000
0.965,0.011,0.60,0.30,0.30,1.00,Run,0.111,0.111,0.4886,3.000
0.977,0.012,0.60,0.30,0.30,1.00,Run,0.113,0.113,0.4872,3.000
0.990,0.012,0.60,0.30,0.30,1.00,Run,0.114,0.114,0.4859,3.000
1.002,0.012,0.60,0.30,0.30,1.00,Run,0.115,0.115,0.4846,3.000
1.013,0.011,0.60,0.30,0.30,1.00,Run,0.117,0.117,0.4834,3.000
1.025,0.013,0.60,0.31,0.31,1.00,Run,0.118,0.118,0.4821,3.000
1.037,0.012,0.60,0.31,0.31,1.00,Run,0.119,0.119,0.4808,3.000
1.050,0.013,0.60,0.31,0.31,1.00,Run,0.121,0.121,0.4795,3.000
1.062,0.012,0.60,0.31,0.31,1.00,Run,0.122,0.122,0.4782,3.000
1.074,0.013,0.60,0.31,0.31,1.00,Run,0.123,0.123,0.4769,3.000
1.087,0.013,0.60,0.31,0.31,1.00,Run,0.124,0.124,0.4755,3.000
1.100,0.013,0.60,0.32,0.32,1.00,Run,0.126,0.126,0.4742,3.000
1.112,0.012,0.60,0.32,0.32,1.00,Run,0.127,0.127,0.4729,3.000
1.125,0.013,0.60,0.32,0.32,1.00,Run,0.128,0.128,0.4716,3.000
1.137,0.013,0.60,0.32,0.32,1.00,Run,0.130,0.130,0.4703,3.000
1.149,0.012,0.60,0.32,0.32,1.00,Run,0.131,0.131,0.4690,3.000
1.162,0.013,0.60,0.32,0.32,1.00,Run,0.132,0.132,0.4677,3.000
1.174,0.013,0.60,0.32,0.32,1.00,Run,0.134,0.134,0.4664,3.000
1.187,0.013,0.60,0.33,0.33,1.00,Run,0.135,0.135,0.4651,3.000
1.199,0.012,0.60,0.33,0.33,1.00,Run,0.136,0.136,0.4638,3.000
1.212,0.013,0.60,0.33,0.33,1.00,Run,0.138,0.138,0.4625,3.000
1.224,0.013,0.60,0.33,0.33,1.00,Run,0.139,0.139,0.4612,3.000
1.237,0.013,0.60,0.33,0.33,1.00,Run,0.140,0.140,0.4599,3.000
1.247,0.011,0.60,0.33,0.33,1.00,Run,0.141,0.141,0.4588,3.000
1.259,0.012,0.60,0.34,0.34,1.00,Run,0.142,0.142,0.4576,3.000
1.272,0.013,0.60,0.34,0.34,1.00,Run,0.144,0.144,0.4563,3.000
1.284,0.013,0.60,0.34,0.34,1.00,Run,0.145,0.145,0.4550,3.000
1.297,0.013,0.60,0.34,0.34,1.00,Run,0.146,0.146,0.4537,3.000
