t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.60,1.00,1.00,1.00,Run,0.000,0.000,0.6000,3.000
0.013,0.013,0.60,-1.00,-1.00,1.00,Run,-0.031,-0.031,0.6311,3.000
0.025,0.013,0.60,1.00,1.00,1.00,Run,0.001,0.001,0.5993,3.000
0.038,0.013,0.60,-1.00,-1.00,1.00,Run,-0.030,-0.030,0.6305,3.000
0.050,0.013,0.60,1.00,1.00,1.00,Run,0.001,0.001,0.5988,3.000
0.063,0.012,0.60,-1.00,-1.00,1.00,Run,-0.029,-0.029,0.6295,3.000
0.076,0.013,0.60,1.00,1.00,1.00,Run,0.003,0.003,0.5972,3.000
0.088,0.013,0.60,-1.00,-1.00,1.00,Run,-0.028,-0.028,0.6284,3.000
0.101,0.013,0.60,1.00,1.00,1.00,Run,0.003,0.003,0.5968,3.000
0.112,0.011,0.60,-1.00,-1.00,1.00,Run,-0.025,-0.025,0.6248,3.000
0.123,0.011,0.60,1.00,1.00,1.00,Run,0.002,0.002,0.5981,3.000
0.133,0.011,0.60,-1.00,-1.00,1.00,Run,-0.024,-0.024,0.6243,3.000
0.146,0.013,0.60,1.00,1.00,1.00,Run,0.007,0.007,0.5928,3.000
0.157,0.012,0.60,-1.00,-1.00,1.00,Run,-0.022,-0.022,0.6222,3.000
0.170,0.013,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5907,3.000
0.183,0.013,0.60,-1.00,-1.00,1.00,Run,-0.022,-0.022,0.6220,3.000
0.195,0.013,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5906,3.000
0.208,0.013,0.60,-1.00,-1.00,1.00,Run,-0.022,-0.022,0.6218,3.000
0.219,0.011,0.60,1.00,1.00,1.00,Run,0.007,0.007,0.5930,3.000
0.232,0.013,0.60,-1.00,-1.00,1.00,Run,-0.024,-0.024,0.6243,3.000
0.243,0.012,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5951,3.000
0.256,0.013,0.60,-1.00,-1.00,1.00,Run,-0.026,-0.026,0.6262,3.000
0.268,0.013,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5947,3.000
0.281,0.012,0.60,-1.00,-1.00,1.00,Run,-0.025,-0.025,0.6252,3.000
0.292,0.012,0.60,1.00,1.00,1.00,Run,0.004,0.004,0.5957,3.000
0.305,0.013,0.60,-1.00,-1.00,1.00,Run,-0.027,-0.027,0.6269,3.000
0.318,0.013,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5953,3.000
0.330,0.013,0.60,-1.00,-1.00,1.00,Run,-0.027,-0.027,0.6266,3.000
0.343,0.013,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5948,3.000
0.355,0.013,0.60,-1.00,-1.00,1.00,Run,-0.026,-0.026,0.6261,3.000
0.368,0.013,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5945,3.000
0.380,0.013,0.60,-1.00,-1.00,1.00,Run,-0.026,-0.026,0.6258,3.000
0.391,0.010,0.60,1.00,1.00,1.00,Run,-0.000,-0.000,0.6000,3.000
0.402,0.012,0.60,-1.00,-1.00,1.00,Run,-0.029,-0.029,0.6287,3.000
0.415,0.013,0.60,1.00,1.00,1.00,Run,0.003,0.003,0.5971,3.000
0.427,0.013,0.60,-1.00,-1.00,1.00,Run,-0.028,-0.028,0.6283,3.000
0.440,0.013,0.60,1.00,1.00,1.00,Run,0.003,0.003,0.5967,3.000
0.452,0.012,0.60,-1.00,-1.00,1.00,Run,-0.026,-0.026,0.6265,3.000
0.464,0.013,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5950,3.000
0.477,0.013,0.60,-1.00,-1.00,1.00,Run,-0.026,-0.026,0.6261,3.000
0.489,0.012,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5955,3.000
0.502,0.013,0.60,-1.00,-1.00,1.00,Run,-0.027,-0.027,0.6267,3.000
0.514,0.013,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5952,3.000
0.527,0.013,0.60,-1.00,-1.00,1.00,Run,-0.026,-0.026,0.6265,3.000
0.539,0.013,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5950,3.000
0.551,0.011,0.60,-1.00,-1.00,1.00,Run,-0.023,-0.023,0.6233,3.000
0.563,0.013,0.60,1.00,1.00,1.00,Run,0.008,0.008,0.5916,3.000
0.576,0.013,0.60,-1.00,-1.00,1.00,Run,-0.023,-0.023,0.6229,3.000
0.589,0.013,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5911,3.000
0.601,0.013,0.60,-1.00,-1.00,1.00,Run,-0.022,-0.022,0.6225,3.000
0.614,0.013,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5909,3.000
0.626,0.013,0.60,-1.00,-1.00,1.00,Run,-0.022,-0.022,0.6222,3.000
0.639,0.012,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5909,3.000
0.651,0.013,0.60,-1.00,-1.00,1.00,Run,-0.022,-0.022,0.6222,3.000
0.664,0.013,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5907,3.000
0.676,0.013,0.60,-1.00,-1.00,1.00,Run,-0.022,-0.022,0.6218,3.000
0.689,0.013,0.60,1.00,1.00,1.00,Run,0.010,0.010,0.5903,3.000
0.701,0.013,0.60,-1.00,-1.00,1.00,Run,-0.022,-0.022,0.6216,3.000
0.714,0.013,0.60,1.00,1.00,1.00,Run,0.010,0.010,0.5901,3.000
0.726,0.012,0.60,-1.00,-1.00,1.00,Run,-0.021,-0.021,0.6211,3.000
0.739,0.013,0.60,1.00,1.00,1.00,Run,0.010,0.010,0.5896,3.000
0.751,0.012,0.60,-1.00,-1.00,1.00,Run,-0.019,-0.019,0.6186,3.000
0.763,0.013,0.60,1.00,1.00,1.00,Run,0.013,0.013,0.5873,3.000
0.775,0.012,0.60,-1.00,-1.00,1.00,Run,-0.017,-0.017,0.6170,3.000
0.788,0.013,0.60,1.00,1.00,1.00,Run,0.014,0.014,0.5856,3.000
0.800,0.013,0.60,-1.00,-1.00,1.00,Run,-0.017,-0.017,0.6170,3.000
0.817,0.017,0.60,1.00,1.00,1.00,Run,0.026,0.026,0.5740,3.000
0.832,0.015,0.60,-1.00,-1.00,1.00,Run,-0.011,-0.011,0.6114,3.000
0.844,0.012,0.60,1.00,1.00,1.00,Run,0.019,0.019,0.5809,3.000
0.858,0.013,0.60,-1.00,-1.00,1.00,Run,-0.014,-0.014,0.6142,3.000
0.872,0.014,0.60,1.00,1.00,1.00,Run,0.022,0.022,0.5785,3.000
0.891,0.019,0.60,-1.00,-1.00,1.00,Run,-0.019,-0.019,0.6195,3.000
0.901,0.011,0.60,1.00,1.00,1.00,Run,0.007,0.007,0.5929,3.000
0.912,0.010,0.60,-1.00,-1.00,1.00,Run,-0.019,-0.019,0.6187,3.000
0.931,0.019,0.60,1.00,1.00,1.00,Run,0.029,0.029,0.5712,3.000
0.944,0.013,0.60,-1.00,-1.00,1.00,Run,-0.004,-0.004,0.6040,3.000
0.956,0.013,0.60,1.00,1.00,1.00,Run,0.028,0.028,0.5725,3.000
0.967,0.010,0.60,-1.00,-1.00,1.00,Run,0.002,0.002,0.5985,3.000
0.977,0.011,0.60,1.00,1.00,1.00,Run,0.028,0.028,0.5721,3.000
0.990,0.012,0.60,-1.00,-1.00,1.00,Run,-0.003,-0.003,0.6033,3.000
1.012,0.022,0.60,1.00,1.00,1.00,Run,0.046,0.046,0.5537,3.000
1.024,0.013,0.60,-1.00,-1.00,1.00,Run,0.014,0.014,0.5856,3.000
1.037,0.013,0.60,1.00,1.00,1.00,Run,0.045,0.045,0.5547,3.000
1.049,0.012,0.60,-1.00,-1.00,1.00,Run,0.014,0.014,0.5859,3.000
1.062,0.013,0.60,1.00,1.00,1.00,Run,0.045,0.045,0.5550,3.000
1.074,0.013,0.60,-1.00,-1.00,1.00,Run,0.013,0.013,0.5870,3.000
1.089,0.015,0.60,1.00,1.00,1.00,Run,0.050,0.050,0.5500,3.000
1.100,0.010,0.60,-1.00,-1.00,1.00,Run,0.024,0.024,0.5762,3.000
1.112,0.012,0.60,1.00,1.00,1.00,Run,0.053,0.053,0.5471,3.000
1.124,0.012,0.60,-1.00,-1.00,1.00,Run,0.021,0.021,0.5786,3.000
1.137,0.013,0.60,1.00,1.00,1.00,Run,0.054,0.054,0.5463,3.000
1.148,0.011,0.60,-1.00,-1.00,1.00,Run,0.025,0.025,0.5750,3.000
1.165,0.016,0.60,1.00,1.00,1.00,Run,0.065,0.065,0.5348,3.000
1.178,0.013,0.60,-1.00,-1.00,1.00,Run,0.032,0.032,0.5676,3.000
1.188,0.011,0.60,1.00,1.00,1.00,Run,0.058,0.058,0.5419,3.000
1.200,0.012,0.60,-1.00,-1.00,1.00,Run,0.029,0.029,0.5715,3.000
1.212,0.013,0.60,1.00,1.00,1.00,Run,0.060,0.060,0.5405,3.000
1.227,0.014,0.60,-1.00,-1.00,1.00,Run,0.023,0.023,0.5769,3.000
1.237,0.010,0.60,1.00,1.00,1.00,Run,0.048,0.048,0.5515,3.000
1.249,0.012,0.60,-1.00,-1.00,1.00,Run,0.018,0.018,0.5823,3.000
1.261,0.011,0.60,1.00,1.00,1.00,Run,0.046,0.046,0.5542,3.000
1.272,0.012,0.60,-1.00,-1.00,1.00,Run,0.015,0.015,0.5845,3.000
1.285,0.013,0.60,1.00,1.00,1.00,Run,0.046,0.046,0.5536,3.000
1.298,0.013,0.60,-1.00,-1.00,1.00,Run,0.015,0.015,0.5855,3.000
1.310,0.013,0.60,1.00,1.00,1.00,Run,0.045,0.045,0.5546,3.000
1.321,0.011,0.60,-1.00,-1.00,1.00,Run,0.019,0.019,0.5815,3.000
1.333,0.012,0.60,1.00,1.00,1.00,Run,0.049,0.049,0.5513,3.000
1.343,0.010,0.60,-1.00,-1.00,1.00,Run,0.023,0.023,0.5769,3.000
1.353,0.010,0.60,1.00,1.00,1.00,Run,0.048,0.048,0.5521,3.000
1.365,0.012,0.60,-1.00,-1.00,1.00,Run,0.017,0.017,0.5827,3.000
1.377,0.012,0.60,1.00,1.00,1.00,Run,0.046,0.046,0.5536,3.000
1.389,0.013,0.60,-1.00,-1.00,1.00,Run,0.015,0.015,0.5854,3.000
1.402,0.013,0.60,1.00,1.00,1.00,Run,0.045,0.045,0.5545,3.000
1.415,0.013,0.60,-1.00,-1.00,1.00,Run,0.014,0.014,0.5864,3.000
1.427,0.013,0.60,1.00,1.00,1.00,Run,0.044,0.044,0.5555,3.000
1.440,0.013,0.60,-1.00,-1.00,1.00,Run,0.013,0.013,0.5874,3.000
1.451,0.011,0.60,1.00,1.00,1.00,Run,0.040,0.040,0.5602,3.000
