t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.60,1.00,1.00,1.00,Run,0.000,0.000,0.6000,3.000
0.012,0.012,0.60,-1.00,-1.00,1.00,Run,-0.017,-0.017,0.6174,3.000
0.024,0.012,0.60,1.00,1.00,1.00,Run,0.002,0.002,0.5984,3.000
0.036,0.012,0.60,-0.88,-0.88,1.00,Run,-0.007,-0.007,0.6072,3.000
0.049,0.012,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5949,3.000
0.061,0.013,0.60,-0.35,-0.35,1.00,Run,0.001,0.001,0.5986,3.000
0.073,0.012,0.60,0.83,0.83,1.00,Run,0.009,0.009,0.5905,3.000
0.084,0.011,0.60,-0.12,-0.12,1.00,Run,0.008,0.008,0.5917,3.000
0.096,0.012,0.60,0.64,0.64,1.00,Run,0.014,0.014,0.5856,3.000
0.106,0.010,0.60,0.01,0.01,1.00,Run,0.014,0.014,0.5856,3.000
0.119,0.013,0.60,0.53,0.53,1.00,Run,0.020,0.020,0.5804,3.000
0.132,0.013,0.60,0.15,0.15,1.00,Run,0.021,0.021,0.5792,3.000
0.142,0.010,0.60,0.46,0.46,1.00,Run,0.024,0.024,0.5756,3.000
0.154,0.013,0.60,0.20,0.20,1.00,Run,0.026,0.026,0.5739,3.000
0.167,0.013,0.60,0.39,0.39,1.00,Run,0.030,0.030,0.5702,3.000
0.178,0.012,0.60,0.25,0.25,1.00,Run,0.032,0.032,0.5683,3.000
0.191,0.013,0.60,0.36,0.36,1.00,Run,0.035,0.035,0.5651,3.000
0.204,0.013,0.60,0.28,0.28,1.00,Run,0.037,0.037,0.5627,3.000
0.216,0.012,0.60,0.34,0.34,1.00,Run,0.040,0.040,0.5598,3.000
0.228,0.013,0.60,0.29,0.29,1.00,Run,0.043,0.043,0.5574,3.000
0.241,0.013,0.60,0.33,0.33,1.00,Run,0.045,0.045,0.5547,3.000
0.254,0.013,0.60,0.30,0.30,1.00,Run,0.048,0.048,0.5522,3.000
0.266,0.013,0.60,0.32,0.32,1.00,Run,0.050,0.050,0.5496,3.000
0.279,0.013,0.60,0.31,0.31,1.00,Run,0.053,0.053,0.5471,3.000
0.292,0.013,0.60,0.32,0.32,1.00,Run,0.055,0.055,0.5445,3.000
0.305,0.013,0.60,0.32,0.32,1.00,Run,0.058,0.058,0.5420,3.000
0.318,0.013,0.60,0.32,0.32,1.00,Run,0.060,0.060,0.5395,3.000
0.329,0.012,0.60,0.32,0.32,1.00,Run,0.063,0.063,0.5374,3.000
0.341,0.012,0.60,0.32,0.32,1.00,Run,0.065,0.065,0.5352,3.000
0.354,0.013,0.60,0.32,0.32,1.00,Run,0.067,0.067,0.5329,3.000
0.366,0.013,0.60,0.32,0.32,1.00,Run,0.069,0.069,0.5306,3.000
0.379,0.013,0.60,0.32,0.32,1.00,Run,0.072,0.072,0.5283,3.000
0.389,0.010,0.60,0.32,0.32,1.00,Run,0.074,0.074,0.5264,3.000
0.400,0.011,0.60,0.32,0.32,1.00,Run,0.075,0.075,0.5245,3.000
0.411,0.011,0.60,0.32,0.32,1.00,Run,0.077,0.077,0.5226,3.000
