t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.60,1.00,1.00,1.00,Run,0.000,0.000,0.6000,3.000
0.013,0.013,0.60,-1.00,-1.00,1.00,Run,-0.031,-0.031,0.6311,3.000
0.025,0.013,0.60,1.00,1.00,1.00,Run,0.000,0.000,0.5995,3.000
0.036,0.011,0.60,-1.00,-1.00,1.00,Run,-0.027,-0.027,0.6273,3.000
0.049,0.012,0.60,1.00,1.00,1.00,Run,0.004,0.004,0.5961,3.000
0.061,0.013,0.60,-1.00,-1.00,1.00,Run,-0.027,-0.027,0.6274,3.000
0.074,0.013,0.60,1.00,1.00,1.00,Run,0.004,0.004,0.5958,3.000
0.086,0.012,0.60,-1.00,-1.00,1.00,Run,-0.027,-0.027,0.6268,3.000
0.097,0.010,0.60,1.00,1.00,1.00,Run,-0.001,-0.001,0.6007,3.000
0.108,0.012,0.60,-1.00,-1.00,1.00,Run,-0.030,-0.030,0.6298,3.000
0.118,0.010,0.60,1.00,1.00,1.00,Run,-0.004,-0.004,0.6044,3.000
0.130,0.012,0.60,-1.00,-1.00,1.00,Run,-0.033,-0.033,0.6334,3.000
0.143,0.012,0.60,1.00,1.00,1.00,Run,-0.002,-0.002,0.6022,3.000
0.155,0.013,0.60,-1.00,-1.00,1.00,Run,-0.033,-0.033,0.6333,3.000
0.167,0.012,0.60,1.00,1.00,1.00,Run,-0.004,-0.004,0.6042,3.000
0.179,0.013,0.60,-1.00,-1.00,1.00,Run,-0.035,-0.035,0.6354,3.000
0.190,0.010,0.60,1.00,1.00,1.00,Run,-0.009,-0.009,0.6090,3.000
0.201,0.011,0.60,-1.00,-1.00,1.00,Run,-0.037,-0.037,0.6374,3.000
0.214,0.013,0.60,1.00,1.00,1.00,Run,-0.006,-0.006,0.6057,3.000
0.226,0.013,0.60,-1.00,-1.00,1.00,Run,-0.037,-0.037,0.6369,3.000
0.239,0.012,0.60,1.00,1.00,1.00,Run,-0.005,-0.005,0.6054,3.000
0.249,0.010,0.60,-1.00,-1.00,1.00,Run,-0.031,-0.031,0.6306,3.000
0.261,0.012,0.60,1.00,1.00,1.00,Run,0.000,0.000,0.5997,3.000
0.274,0.013,0.60,-1.00,-1.00,1.00,Run,-0.031,-0.031,0.6311,3.000
0.286,0.013,0.60,1.00,1.00,1.00,Run,0.001,0.001,0.5994,3.000
0.297,0.010,0.60,-1.00,-1.00,1.00,Run,-0.025,-0.025,0.6247,3.000
0.309,0.013,0.60,1.00,1.00,1.00,Run,0.007,0.007,0.5932,3.000
0.322,0.013,0.60,-1.00,-1.00,1.00,Run,-0.024,-0.024,0.6244,3.000
0.334,0.012,0.60,1.00,1.00,1.00,Run,0.007,0.007,0.5932,3.000
0.346,0.012,0.60,-1.00,-1.00,1.00,Run,-0.023,-0.023,0.6226,3.000
0.359,0.013,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5912,3.000
0.371,0.013,0.60,-1.00,-1.00,1.00,Run,-0.022,-0.022,0.6224,3.000
0.384,0.013,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5909,3.000
0.395,0.012,0.60,-1.00,-1.00,1.00,Run,-0.020,-0.020,0.6197,3.000
0.407,0.011,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5910,3.000
0.417,0.010,0.60,-1.00,-1.00,1.00,Run,-0.017,-0.017,0.6169,3.000
0.428,0.011,0.60,1.00,1.00,1.00,Run,0.011,0.011,0.5890,3.000
0.440,0.012,0.60,-1.00,-1.00,1.00,Run,-0.018,-0.018,0.6185,3.000
0.451,0.011,0.60,1.00,1.00,1.00,Run,0.008,0.008,0.5916,3.000
0.463,0.013,0.60,-1.00,-1.00,1.00,Run,-0.023,-0.023,0.6228,3.000
0.476,0.012,0.60,1.00,1.00,1.00,Run,0.008,0.008,0.5921,3.000
0.487,0.012,0.60,-1.00,-1.00,1.00,Run,-0.021,-0.021,0.6212,3.000
0.500,0.013,0.60,1.00,1.00,1.00,Run,0.011,0.011,0.5890,3.000
0.513,0.013,0.60,-1.00,-1.00,1.00,Run,-0.020,-0.020,0.6203,3.000
0.525,0.012,0.60,1.00,1.00,1.00,Run,0.010,0.010,0.5899,3.000
0.536,0.012,0.60,-1.00,-1.00,1.00,Run,-0.019,-0.019,0.6188,3.000
0.547,0.010,0.60,1.00,1.00,1.00,Run,0.007,0.007,0.5930,3.000
0.559,0.013,0.60,-1.00,-1.00,1.00,Run,-0.024,-0.024,0.6244,3.000
0.572,0.013,0.60,1.00,1.00,1.00,Run,0.007,0.007,0.5928,3.000
0.584,0.013,0.60,-1.00,-1.00,1.00,Run,-0.024,-0.024,0.6241,3.000
0.597,0.012,0.60,1.00,1.00,1.00,Run,0.007,0.007,0.5929,3.000
0.609,0.013,0.60,-1.00,-1.00,1.00,Run,-0.024,-0.024,0.6241,3.000
0.622,0.013,0.60,1.00,1.00,1.00,Run,0.008,0.008,0.5925,3.000
0.632,0.011,0.60,-1.00,-1.00,1.00,Run,-0.019,-0.019,0.6187,3.000
0.645,0.012,0.60,1.00,1.00,1.00,Run,0.012,0.012,0.5879,3.000
0.655,0.011,0.60,-1.00,-1.00,1.00,Run,-0.015,-0.015,0.6145,3.000
0.668,0.013,0.60,1.00,1.00,1.00,Run,0.017,0.017,0.5830,3.000
0.680,0.012,0.60,-1.00,-1.00,1.00,Run,-0.012,-0.012,0.6123,3.000
0.692,0.012,0.60,1.00,1.00,1.00,Run,0.018,0.018,0.5824,3.000
0.704,0.013,0.60,-1.00,-1.00,1.00,Run,-0.014,-0.014,0.6138,3.000
0.717,0.013,0.60,1.00,1.00,1.00,Run,0.018,0.018,0.5824,3.000
0.729,0.013,0.60,-1.00,-1.00,1.00,Run,-0.014,-0.014,0.6138,3.000
0.742,0.013,0.60,1.00,1.00,1.00,Run,0.018,0.018,0.5825,3.000
0.755,0.013,0.60,-1.00,-1.00,1.00,Run,-0.015,-0.015,0.6148,3.000
0.767,0.012,0.60,1.00,1.00,1.00,Run,0.015,0.015,0.5852,3.000
0.779,0.013,0.60,-1.00,-1.00,1.00,Run,-0.017,-0.017,0.6167,3.000
0.792,0.013,0.60,1.00,1.00,1.00,Run,0.015,0.015,0.5854,3.000
0.804,0.013,0.60,-1.00,-1.00,1.00,Run,-0.017,-0.017,0.6167,3.000
0.816,0.012,0.60,1.00,1.00,1.00,Run,0.013,0.013,0.5872,3.000
0.829,0.013,0.60,-1.00,-1.00,1.00,Run,-0.019,-0.019,0.6186,3.000
0.841,0.013,0.60,1.00,1.00,1.00,Run,0.013,0.013,0.5872,3.000
0.854,0.013,0.60,-1.00,-1.00,1.00,Run,-0.018,-0.018,0.6185,3.000
0.866,0.013,0.60,1.00,1.00,1.00,Run,0.013,0.013,0.5870,3.000
0.877,0.010,0.60,-1.00,-1.00,1.00,Run,-0.013,-0.013,0.6127,3.000
0.888,0.012,0.60,1.00,1.00,1.00,Run,0.017,0.017,0.5831,3.000
0.901,0.012,0.60,-1.00,-1.00,1.00,Run,-0.014,-0.014,0.6143,3.000
0.913,0.012,0.60,1.00,1.00,1.00,Run,0.017,0.017,0.5832,3.000
0.926,0.012,0.60,-1.00,-1.00,1.00,Run,-0.014,-0.014,0.6144,3.000
0.938,0.013,0.60,1.00,1.00,1.00,Run,0.017,0.017,0.5830,3.000
0.951,0.013,0.60,-1.00,-1.00,1.00,Run,-0.014,-0.014,0.6144,3.000
0.964,0.013,0.60,1.00,1.00,1.00,Run,0.017,0.017,0.5830,3.000
0.975,0.011,0.60,-1.00,-1.00,1.00,Run,-0.012,-0.012,0.6116,3.000
0.987,0.012,0.60,1.00,1.00,1.00,Run,0.018,0.018,0.5823,3.000
1.000,0.014,0.60,-1.00,-1.00,1.00,Run,-0.016,-0.016,0.6162,3.000
1.013,0.012,0.60,1.00,1.00,1.00,Run,0.015,0.015,0.5853,3.000
1.025,0.013,0.60,-1.00,-1.00,1.00,Run,-0.017,-0.017,0.6167,3.000
1.036,0.011,0.60,1.00,1.00,1.00,Run,0.011,0.011,0.5886,3.000
1.049,0.013,0.60,-1.00,-1.00,1.00,Run,-0.020,-0.020,0.6201,3.000
1.060,0.011,0.60,1.00,1.00,1.00,Run,0.007,0.007,0.5927,3.000
1.072,0.013,0.60,-1.00,-1.00,1.00,Run,-0.024,-0.024,0.6239,3.000
1.085,0.013,0.60,1.00,1.00,1.00,Run,0.008,0.008,0.5925,3.000
1.098,0.013,0.60,-1.00,-1.00,1.00,Run,-0.024,-0.024,0.6238,3.000
1.110,0.013,0.60,1.00,1.00,1.00,Run,0.008,0.008,0.5922,3.000
1.123,0.013,0.60,-1.00,-1.00,1.00,Run,-0.024,-0.024,0.6235,3.000
1.135,0.012,0.60,1.00,1.00,1.00,Run,0.006,0.006,0.5940,3.000
1.147,0.012,0.60,-1.00,-1.00,1.00,Run,-0.024,-0.024,0.6242,3.000
1.159,0.012,0.60,1.00,1.00,1.00,Run,0.007,0.007,0.5931,3.000
1.172,0.013,0.60,-1.00,-1.00,1.00,Run,-0.024,-0.024,0.6243,3.000
1.184,0.013,0.60,1.00,1.00,1.00,Run,0.007,0.007,0.5928,3.000
1.196,0.012,0.60,-1.00,-1.00,1.00,Run,-0.022,-0.022,0.6223,3.000
1.208,0.012,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5912,3.000
1.221,0.012,0.60,-1.00,-1.00,1.00,Run,-0.021,-0.021,0.6215,3.000
1.232,0.011,0.60,1.00,1.00,1.00,Run,0.007,0.007,0.5931,3.000
1.244,0.012,0.60,-1.00,-1.00,1.00,Run,-0.023,-0.023,0.6234,3.000
1.256,0.012,0.60,1.00,1.00,1.00,Run,0.006,0.006,0.5943,3.000
1.268,0.013,0.60,-1.00,-1.00,1.00,Run,-0.026,-0.026,0.6256,3.000
1.281,0.012,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5945,3.000
1.293,0.013,0.60,-1.00,-1.00,1.00,Run,-0.026,-0.026,0.6257,3.000
1.306,0.012,0.60,1.00,1.00,1.00,Run,0.006,0.006,0.5945,3.000
1.318,0.013,0.60,-1.00,-1.00,1.00,Run,-0.026,-0.026,0.6258,3.000
1.331,0.012,0.60,1.00,1.00,1.00,Run,0.005,0.005,0.5945,3.000
1.343,0.013,0.60,-1.00,-1.00,1.00,Run,-0.026,-0.026,0.6258,3.000
1.355,0.012,0.60,1.00,1.00,1.00,Run,0.004,0.004,0.5963,3.000
1.370,0.015,0.60,-1.00,-1.00,1.00,Run,-0.034,-0.034,0.6338,3.000
1.386,0.016,0.60,1.00,1.00,1.00,Run,0.007,0.007,0.5931,3.000
1.406,0.020,0.60,-1.00,-1.00,1.00,Run,-0.030,-0.030,0.6299,3.000
