t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.60,1.00,1.00,1.00,Run,0.000,0.000,0.6000,3.000
0.012,0.012,0.60,-1.00,-1.00,1.00,Run,-0.030,-0.030,0.6296,3.000
0.024,0.013,0.60,1.00,1.00,1.00,Run,0.002,0.002,0.5980,3.000
0.037,0.013,0.60,-1.00,-1.00,1.00,Run,-0.029,-0.029,0.6291,3.000
0.049,0.012,0.60,1.00,1.00,1.00,Run,0.001,0.001,0.5988,3.000
0.062,0.013,0.60,-1.00,-1.00,1.00,Run,-0.030,-0.030,0.6300,3.000
0.074,0.013,0.60,1.00,1.00,1.00,Run,0.002,0.002,0.5978,3.000
0.087,0.013,0.60,-1.00,-1.00,1.00,Run,-0.029,-0.029,0.6291,3.000
0.100,0.013,0.60,1.00,1.00,1.00,Run,0.003,0.003,0.5974,3.000
0.110,0.010,0.60,-1.00,-1.00,1.00,Run,-0.023,-0.023,0.6229,3.000
0.122,0.013,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5913,3.000
0.135,0.013,0.60,-1.00,-1.00,1.00,Run,-0.023,-0.023,0.6225,3.000
0.148,0.013,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5911,3.000
0.160,0.013,0.60,-1.00,-1.00,1.00,Run,-0.022,-0.022,0.6223,3.000
0.173,0.013,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5909,3.000
0.185,0.013,0.60,-1.00,-1.00,1.00,Run,-0.022,-0.022,0.6221,3.000
0.198,0.013,0.60,1.00,1.00,1.00,Run,0.009,0.009,0.5907,3.000
0.210,0.012,0.60,-1.00,-1.00,1.00,Run,-0.021,-0.021,0.6210,3.000
0.222,0.013,0.60,1.00,1.00,1.00,Run,0.011,0.011,0.5895,3.000
0.237,0.015,0.60,-1.00,-1.00,1.00,Run,-0.026,-0.026,0.6263,3.000
0.250,0.013,0.60,1.00,1.00,1.00,Run,0.006,0.006,0.5945,3.000
0.264,0.014,0.60,-1.00,-1.00,1.00,Run,-0.030,-0.030,0.6301,3.000
0.278,0.014,0.60,1.00,1.00,1.00,Run,0.004,0.004,0.5958,3.000
0.291,0.013,0.60,-1.00,-1.00,1.00,Run,-0.029,-0.029,0.6290,3.000
0.304,0.013,0.60,1.00,1.00,1.00,Run,0.003,0.003,0.5972,3.000
0.320,0.016,0.60,-1.00,-1.00,1.00,Run,-0.037,-0.037,0.6368,3.000
