t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.30,1.00,1.00,1.00,Run,0.000,0.000,0.3000,3.000
0.010,0.010,0.30,-1.00,-1.00,1.00,Run,-0.013,-0.013,0.3128,3.000
0.021,0.011,0.30,0.72,0.72,1.00,Run,-0.004,-0.004,0.3040,3.000
0.034,0.013,0.30,-0.09,-0.09,1.00,Run,-0.005,-0.005,0.3051,3.000
0.046,0.013,0.30,0.20,0.20,1.00,Run,-0.002,-0.002,0.3021,3.000
0.059,0.013,0.30,0.08,0.08,1.00,Run,-0.001,-0.001,0.3009,3.000
0.071,0.013,0.30,0.12,0.12,1.00,Run,0.001,0.001,0.2991,3.000
0.083,0.012,0.30,0.10,0.10,1.00,Run,0.002,0.002,0.2978,3.000
0.096,0.013,0.30,0.10,0.10,1.00,Run,0.004,0.004,0.2965,3.000
0.108,0.013,0.30,0.10,0.10,1.00,Run,0.005,0.005,0.2952,3.000
0.121,0.013,0.30,0.10,0.10,1.00,Run,0.006,0.006,0.2941,3.000
0.134,0.013,0.30,0.10,0.10,1.00,Run,0.007,0.007,0.2930,3.000
0.146,0.013,0.30,0.10,0.10,1.00,Run,0.008,0.008,0.2920,3.000
0.159,0.013,0.30,0.09,0.09,1.00,Run,0.009,0.009,0.2910,3.000
0.171,0.013,0.30,0.09,0.09,1.00,Run,0.010,0.010,0.2901,3.000
0.184,0.013,0.30,0.09,0.09,1.00,Run,0.011,0.011,0.2892,3.000
0.196,0.012,0.30,0.09,0.09,1.00,Run,0.012,0.012,0.2885,3.000
0.208,0.013,0.30,0.09,0.09,1.00,Run,0.012,0.012,0.2877,3.000
0.221,0.013,0.30,0.09,0.09,1.00,Run,0.013,0.013,0.2869,3.000
0.233,0.013,0.30,0.09,0.09,1.00,Run,0.014,0.014,0.2862,3.000
0.246,0.013,0.30,0.09,0.09,1.00,Run,0.014,0.014,0.2855,3.000
0.258,0.013,0.30,0.09,0.09,1.00,Run,0.015,0.015,0.2849,3.000
